setID	setName	source	size.orig	name.source
938	198786	Proteasome Degradation	WikiPathways	63	Proteasome Degradation
939	198787	TCA Cycle	WikiPathways	17	TCA Cycle
940	198788	DNA damage response	WikiPathways	67	DNA damage response
941	198789	Wnt Signaling Pathway	WikiPathways	60	Wnt Signaling Pathway (WikiPathways)
942	198790	EBV LMP1 signaling	WikiPathways	22	EBV LMP1 signaling
943	198791	Type II diabetes mellitus	WikiPathways	21	Type II diabetes mellitus (WikiPathways)
944	198792	NOD pathway	WikiPathways	39	NOD pathway
945	198793	Biogenic Amine Synthesis	WikiPathways	15	Biogenic Amine Synthesis
946	198794	Cytokines and Inflammatory Response	WikiPathways	25	Cytokines and Inflammatory Response
947	198795	Focal Adhesion	WikiPathways	184	Focal Adhesion (WikiPathways)
948	198797	Apoptosis	WikiPathways	83	Apoptosis (WikiPathways)
949	198798	Ganglio Sphingolipid Metabolism	WikiPathways	11	Ganglio Sphingolipid Metabolism
950	198799	Wnt Signaling Pathway NetPath	WikiPathways	113	Wnt Signaling Pathway NetPath
951	198800	G13 Signaling Pathway	WikiPathways	39	G13 Signaling Pathway
952	198801	Ovarian Infertility Genes	WikiPathways	31	Ovarian Infertility Genes
953	198802	Heart Development	WikiPathways	44	Heart Development
954	198803	Translation Factors	WikiPathways	50	Translation Factors
955	198804	Tamoxifen metabolism	WikiPathways	19	Tamoxifen metabolism
956	198805	G1 to S cell cycle control	WikiPathways	68	G1 to S cell cycle control
957	198806	Androgen receptor signaling pathway	WikiPathways	86	Androgen receptor signaling pathway
958	198807	Alpha6-Beta4 Integrin Signaling Pathway	WikiPathways	67	Alpha6-Beta4 Integrin Signaling Pathway
959	198809	Cholesterol biosynthesis	WikiPathways	17	Cholesterol biosynthesis (WikiPathways)
960	198810	TGF Beta Signaling Pathway	WikiPathways	54	TGF Beta Signaling Pathway
961	198811	Cell cycle	WikiPathways	100	Cell cycle (WikiPathways)
962	198812	Endochondral Ossification	WikiPathways	65	Endochondral Ossification
963	198813	Diurnally regulated genes with circadian orthologs	WikiPathways	48	Diurnally regulated genes with circadian orthologs
964	198814	Glycolysis and Gluconeogenesis	WikiPathways	49	Glycolysis and Gluconeogenesis
965	198816	Integrin-mediated cell adhesion	WikiPathways	99	Integrin-mediated cell adhesion
966	198817	Mitochondrial LC-Fatty Acid Beta-Oxidation	WikiPathways	16	Mitochondrial LC-Fatty Acid Beta-Oxidation
967	198819	Signal Transduction of S1P Receptor	WikiPathways	24	Signal Transduction of S1P Receptor
968	198821	Glucuronidation	WikiPathways	26	Glucuronidation (WikiPathways)
969	198822	Apoptosis Modulation and Signaling	WikiPathways	79	Apoptosis Modulation and Signaling
970	198823	Complement Activation, Classical Pathway	WikiPathways	17	Complement Activation, Classical Pathway
971	198824	Glutathione metabolism	WikiPathways	22	Glutathione metabolism (WikiPathways)
972	198825	Selenium Pathway	WikiPathways	86	Selenium Pathway
973	198826	Kit Receptor Signaling Pathway	WikiPathways	67	Kit Receptor Signaling Pathway
974	198827	DNA damage response (only ATM dependent)	WikiPathways	90	DNA damage response (only ATM dependent)
975	198828	Hypertrophy Model	WikiPathways	20	Hypertrophy Model
976	198832	Adipogenesis	WikiPathways	131	Adipogenesis
977	198833	Folate Metabolism	WikiPathways	24	Folate Metabolism
978	198834	MAPK Cascade	WikiPathways	29	MAPK Cascade
979	198835	Hedgehog Signaling Pathway	WikiPathways	22	Hedgehog Signaling Pathway (WikiPathways)
980	198836	Signaling of Hepatocyte Growth Factor Receptor	WikiPathways	33	Signaling of Hepatocyte Growth Factor Receptor
981	198837	metapathway biotransformation	WikiPathways	178	metapathway biotransformation
982	198839	GPCRs, Class C Metabotropic glutamate, pheromone	WikiPathways	15	GPCRs, Class C Metabotropic glutamate, pheromone
983	198840	Blood Clotting Cascade	WikiPathways	24	Blood Clotting Cascade
984	198842	Osteoblast Signaling	WikiPathways	13	Osteoblast Signaling
985	198843	mRNA processing	WikiPathways	127	mRNA processing
986	198844	ErbB signaling pathway	WikiPathways	54	ErbB signaling pathway (WikiPathways)
987	198845	Insulin Signaling	WikiPathways	162	Insulin Signaling
988	198846	Selenium Metabolism and Selenoproteins	WikiPathways	43	Selenium Metabolism and Selenoproteins
989	198847	Wnt Signaling Pathway and Pluripotency	WikiPathways	100	Wnt Signaling Pathway and Pluripotency
990	198848	Nuclear Receptors	WikiPathways	38	Nuclear Receptors
991	198849	G Protein Signaling Pathways	WikiPathways	95	G Protein Signaling Pathways
992	198850	Tryptophan metabolism	WikiPathways	46	Tryptophan metabolism (WikiPathways)
993	198851	Monoamine Transport	WikiPathways	32	Monoamine Transport
994	198852	Statin Pathway	WikiPathways	30	Statin Pathway
995	198853	Cytoplasmic Ribosomal Proteins	WikiPathways	90	Cytoplasmic Ribosomal Proteins
996	198856	Glycogen Metabolism	WikiPathways	36	Glycogen Metabolism
997	198857	IL-7 Signaling Pathway	WikiPathways	44	IL-7 Signaling Pathway
998	198858	Nicotine Activity on Dopaminergic Neurons	WikiPathways	21	Nicotine Activity on Dopaminergic Neurons
999	198859	Triacylglyceride Synthesis	WikiPathways	24	Triacylglyceride Synthesis
1000	198860	Electron Transport Chain	WikiPathways	92	Electron Transport Chain
1001	198861	Monoamine GPCRs	WikiPathways	33	Monoamine GPCRs
1002	198862	TCR Signaling Pathway	WikiPathways	91	TCR Signaling Pathway
1003	198863	Estrogen signaling pathway	WikiPathways	20	Estrogen signaling pathway (WikiPathways)
1004	198864	IL-6 Signaling Pathway	WikiPathways	98	IL-6 Signaling Pathway
1005	198865	Fatty Acid Beta Oxidation	WikiPathways	34	Fatty Acid Beta Oxidation
1006	198868	AMPK signaling	WikiPathways	68	AMPK signaling
1007	198869	Nucleotide GPCRs	WikiPathways	11	Nucleotide GPCRs
1008	198870	Oxidative phosphorylation	WikiPathways	53	Oxidative phosphorylation (WikiPathways)
1009	198871	Id Signaling Pathway	WikiPathways	52	Id Signaling Pathway
1010	198872	Serotonin Receptor 4/6/7 and NR3C Signaling	WikiPathways	19	Serotonin Receptor 4/6/7 and NR3C Signaling
1011	198873	Fatty Acid Biosynthesis	WikiPathways	22	Fatty Acid Biosynthesis
1012	198874	Regulation of Actin Cytoskeleton	WikiPathways	145	Regulation of Actin Cytoskeleton (WikiPathways)
1013	198876	Nucleotide Metabolism	WikiPathways	20	Nucleotide Metabolism
1014	198877	Apoptosis Modulation by HSP70	WikiPathways	19	Apoptosis Modulation by HSP70
1015	198878	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling	WikiPathways	17	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling
1016	198879	Delta-Notch Signaling Pathway	WikiPathways	85	Delta-Notch Signaling Pathway
1017	198880	Complement and Coagulation Cascades	WikiPathways	51	Complement and Coagulation Cascades (WikiPathways)
1018	198881	IL-3 Signaling Pathway	WikiPathways	101	IL-3 Signaling Pathway
1019	198882	EPO Receptor Signaling	WikiPathways	26	EPO Receptor Signaling
1020	198883	IL-9 Signaling Pathway	WikiPathways	24	IL-9 Signaling Pathway
1021	198884	TNF-alpha/NF-kB Signaling Pathway	WikiPathways	187	TNF-alpha/NF-kB Signaling Pathway
1022	198885	IL-2 Signaling pathway	WikiPathways	42	IL-2 Signaling pathway
1023	198886	GPCRs, Class A Rhodopsin-like	WikiPathways	255	GPCRs, Class A Rhodopsin-like
1024	198887	Nuclear receptors in lipid metabolism and toxicity	WikiPathways	33	Nuclear receptors in lipid metabolism and toxicity
1025	198888	Eicosanoid Synthesis	WikiPathways	21	Eicosanoid Synthesis
1026	198890	Homologous recombination	WikiPathways	14	Homologous recombination (WikiPathways)
1027	198891	Notch Signaling Pathway	WikiPathways	46	Notch Signaling Pathway (WikiPathways)
1028	198892	Small Ligand GPCRs	WikiPathways	19	Small Ligand GPCRs
1029	198893	p38 MAPK Signaling Pathway	WikiPathways	34	p38 MAPK Signaling Pathway (WikiPathways)
1030	198894	FAS pathway and Stress induction of HSP regulation	WikiPathways	38	FAS pathway and Stress induction of HSP regulation
1031	198896	TP53 network	WikiPathways	19	TP53 network
1032	198897	Peptide GPCRs	WikiPathways	71	Peptide GPCRs
1033	198898	Estrogen metabolism	WikiPathways	17	Estrogen metabolism
1034	198899	Sulfation Biotransformation Reaction	WikiPathways	17	Sulfation Biotransformation Reaction
1035	198900	Matrix Metalloproteinases	WikiPathways	30	Matrix Metalloproteinases
1036	198901	SIDS Susceptibility Pathways	WikiPathways	157	SIDS Susceptibility Pathways
1037	198903	Striated Muscle Contraction	WikiPathways	38	Striated Muscle Contraction (WikiPathways)
1038	198905	Irinotecan Pathway	WikiPathways	13	Irinotecan Pathway
1039	198906	Calcium Regulation in the Cardiac Cell	WikiPathways	149	Calcium Regulation in the Cardiac Cell
1040	198907	Energy Metabolism	WikiPathways	48	Energy Metabolism
1041	198908	IL-1 Signaling Pathway	WikiPathways	12	IL-1 Signaling Pathway
1042	198909	B Cell Receptor Signaling Pathway	WikiPathways	157	B Cell Receptor Signaling Pathway (WikiPathways)
1043	198910	BMP signalling and regulation	WikiPathways	12	BMP signalling and regulation
1044	198912	Prostaglandin Synthesis and Regulation	WikiPathways	30	Prostaglandin Synthesis and Regulation
1045	198913	miRNAs involved in DDR	WikiPathways	15	miRNAs involved in DDR
1046	198915	Fatty Acid Omega Oxidation	WikiPathways	15	Fatty Acid Omega Oxidation
1047	198916	Oxidative Stress	WikiPathways	31	Oxidative Stress
1048	198917	Eukaryotic Transcription Initiation	WikiPathways	41	Eukaryotic Transcription Initiation
1049	198918	Type II interferon signaling (IFNG)	WikiPathways	50	Type II interferon signaling (IFNG)
1050	199378	Ribosome biogenesis in eukaryotes	KEGG	79	Ribosome biogenesis in eukaryotes
1051	199556	Vitamin digestion and absorption	KEGG	24	Vitamin digestion and absorption
1052	200309	Rheumatoid arthritis	KEGG	86	Rheumatoid arthritis
1053	205110	Interleukin-2 signaling	REACTOME	43	Interleukin-2 signaling
1054	205111	Interleukin-6 signaling	REACTOME	11	Interleukin-6 signaling
1055	205242	Meiotic recombination	REACTOME	84	Meiotic recombination
1056	205243	Transcriptional regulation of white adipocyte differentiation	REACTOME	78	Transcriptional regulation of white adipocyte differentiation
1057	205244	Endosomal Sorting Complex Required For Transport (ESCRT)	REACTOME	28	Endosomal Sorting Complex Required For Transport (ESCRT)
1058	212237	Mineral absorption	KEGG	51	Mineral absorption
1059	213306	Measles	KEGG	134	Measles
1060	213307	Endocrine and other factor-regulated calcium reabsorption	KEGG	48	Endocrine and other factor-regulated calcium reabsorption
1061	213780	Tuberculosis	KEGG	175	Tuberculosis
1062	213818	Glutamatergic synapse	KEGG	116	Glutamatergic synapse
1063	217173	Influenza A	KEGG	173	Influenza A
1064	217716	Cholinergic synapse	KEGG	113	Cholinergic synapse
1065	218111	Pertussis	KEGG	75	Pertussis
1066	219801	Integrated Breast Cancer Pathway	WikiPathways	152	Integrated Breast Cancer Pathway
1067	219802	SREBP signalling	WikiPathways	62	SREBP signalling
1068	366160	Adaptive Immune System	REACTOME	607	Adaptive Immune System
1069	366161	Class I MHC mediated antigen processing & presentation	REACTOME	256	Class I MHC mediated antigen processing & presentation
1070	366162	Antigen processing: Ubiquitination & Proteasome degradation	REACTOME	213	Antigen processing: Ubiquitination & Proteasome degradation
1071	366163	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	REACTOME	24	Antigen Presentation: Folding, assembly and peptide loading of class I MHC
1072	366164	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	REACTOME	50	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways
1073	366165	NOD1/2 Signaling Pathway	REACTOME	34	NOD1/2 Signaling Pathway
1074	366166	Inflammasomes	REACTOME	18	Inflammasomes
1075	366167	The NLRP3 inflammasome	REACTOME	13	The NLRP3 inflammasome
1076	366171	Cytokine Signaling in Immune system	REACTOME	285	Cytokine Signaling in Immune system
1077	366221	Potassium Channels	REACTOME	101	Potassium Channels
1078	366224	Inwardly rectifying K+ channels	REACTOME	33	Inwardly rectifying K+ channels
1079	366230	Voltage gated Potassium channels	REACTOME	43	Voltage gated Potassium channels
1080	366238	Amyloids	REACTOME	82	Amyloids
1081	366240	Nonsense-Mediated Decay (NMD)*	REACTOME	107	Nonsense-Mediated Decay (NMD)*
1082	366242	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	REACTOME	90	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)
1083	373900	Synaptic vesicle cycle	KEGG	63	Synaptic vesicle cycle
1084	373901	HTLV-I infection	KEGG	257	HTLV-I infection
1085	375172	Salmonella infection	KEGG	84	Salmonella infection
1086	377262	Fanconi anemia pathway	KEGG	53	Fanconi anemia pathway (KEGG)
1087	377263	GABAergic synapse	KEGG	90	GABAergic synapse
1088	377873	Herpes simplex infection	KEGG	182	Herpes simplex infection
1089	413340	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	KEGG	25	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
1090	413341	Glycolysis, core module involving three-carbon compounds	KEGG	12	Glycolysis, core module involving three-carbon compounds
1091	413342	Gluconeogenesis, oxaloacetate => fructose-6P	KEGG	17	Gluconeogenesis, oxaloacetate => fructose-6P
1092	413343	Pentose phosphate pathway (Pentose phosphate cycle)	KEGG	12	Pentose phosphate pathway (Pentose phosphate cycle)
1093	413348	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	KEGG	14	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
1094	413352	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	KEGG	11	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
1095	413354	Leucine degradation, leucine => acetoacetate + acetyl-CoA	KEGG	12	Leucine degradation, leucine => acetoacetate + acetyl-CoA
1096	413356	N-glycan biosynthesis, complex type	KEGG	15	N-glycan biosynthesis, complex type
1097	413361	N-glycan precursor biosynthesis	KEGG	14	N-glycan precursor biosynthesis
1098	413362	O-glycan biosynthesis, mucin type core	KEGG	27	O-glycan biosynthesis, mucin type core
1099	413365	Glycosaminoglycan biosynthesis, heparan sulfate backbone	KEGG	10	Glycosaminoglycan biosynthesis, heparan sulfate backbone
1100	413381	beta-Oxidation	KEGG	12	beta-Oxidation
1101	413384	Triacylglycerol biosynthesis	KEGG	17	Triacylglycerol biosynthesis (KEGG)
1102	413388	Acylglycerol degradation	KEGG	11	Acylglycerol degradation
1103	413390	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol	KEGG	11	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
1104	413400	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	KEGG	22	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4
1105	413432	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate	KEGG	12	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
1106	413446	Methionine salvage pathway	KEGG	11	Methionine salvage pathway
1107	413482	Fatty acid biosynthesis, elongation, endoplasmic reticulum	KEGG	11	Fatty acid biosynthesis, elongation, endoplasmic reticulum
1108	469199	Dopaminergic synapse	KEGG	131	Dopaminergic synapse
1109	469200	Legionellosis	KEGG	55	Legionellosis
1110	477112	ABCA transporters in lipid homeostasis	REACTOME	17	ABCA transporters in lipid homeostasis
1111	477115	DAG and IP3 signaling	REACTOME	33	DAG and IP3 signaling
1112	477118	Negative regulation of FGFR signaling	REACTOME	40	Negative regulation of FGFR signaling
1113	477119	Spry regulation of FGF signaling	REACTOME	16	Spry regulation of FGF signaling
1114	477120	Signaling by SCF-KIT	REACTOME	137	Signaling by SCF-KIT
1115	477121	Regulation of KIT signaling	REACTOME	16	Regulation of KIT signaling
1116	477122	Antigen processing-Cross presentation	REACTOME	80	Antigen processing-Cross presentation
1117	477124	ER-Phagosome pathway	REACTOME	64	ER-Phagosome pathway
1118	477125	Endosomal/Vacuolar pathway	REACTOME	11	Endosomal/Vacuolar pathway
1119	477126	Cross-presentation of soluble exogenous antigens (endosomes)	REACTOME	49	Cross-presentation of soluble exogenous antigens (endosomes)
1120	477128	Growth hormone receptor signaling	REACTOME	24	Growth hormone receptor signaling
1121	477129	Developmental Biology	REACTOME	433	Developmental Biology
1122	477130	Signaling by NODAL	REACTOME	19	Signaling by NODAL
1123	477131	Regulation of signaling by NODAL	REACTOME	10	Regulation of signaling by NODAL
1124	477132	Cell-Cell communication	REACTOME	131	Cell-Cell communication
1125	477133	Meiosis	REACTOME	115	Meiosis
1126	477134	Meiotic synapsis	REACTOME	75	Meiotic synapsis
1127	477137	The citric acid (TCA) cycle and respiratory electron transport	REACTOME	122	The citric acid (TCA) cycle and respiratory electron transport
1128	477138	BMAL1:CLOCK,NPAS2 activates circadian gene expression	REACTOME	37	BMAL1:CLOCK,NPAS2 activates circadian gene expression
1129	477139	G0 and Early G1	REACTOME	25	G0 and Early G1
1130	523016	Transcriptional misregulation in cancer	KEGG	179	Transcriptional misregulation in cancer
1131	524496	Ceramide biosynthesis	KEGG	12	Ceramide biosynthesis
1132	524497	Sphingosine biosynthesis	KEGG	16	Sphingosine biosynthesis
1133	525336	Serotonergic synapse	KEGG	114	Serotonergic synapse
1134	530733	Cell Cycle	REACTOME	548	Cell Cycle (REACTOME)
1135	530734	Signaling by ERBB2	REACTOME	157	Signaling by ERBB2
1136	530735	SHC1 events in ERBB2 signaling	REACTOME	25	SHC1 events in ERBB2 signaling
1137	530736	GRB2 events in ERBB2 signaling	REACTOME	23	GRB2 events in ERBB2 signaling
1138	530738	PLCG1 events in ERBB2 signaling*	REACTOME	36	PLCG1 events in ERBB2 signaling*
1139	530741	Signaling by ERBB4	REACTOME	147	Signaling by ERBB4
1140	530742	SHC1 events in ERBB4 signaling	REACTOME	21	SHC1 events in ERBB4 signaling
1141	530744	Nuclear signaling by ERBB4	REACTOME	39	Nuclear signaling by ERBB4
1142	530746	SRP-dependent cotranslational protein targeting to membrane	REACTOME	108	SRP-dependent cotranslational protein targeting to membrane
1143	530747	O-linked glycosylation of mucins	REACTOME	62	O-linked glycosylation of mucins
1144	530748	Termination of O-glycan biosynthesis	REACTOME	23	Termination of O-glycan biosynthesis
1145	530750	Sphingolipid de novo biosynthesis	REACTOME	32	Sphingolipid de novo biosynthesis
1146	530751	Glycosphingolipid metabolism	REACTOME	39	Glycosphingolipid metabolism
1147	530753	Sulfur amino acid metabolism	REACTOME	25	Sulfur amino acid metabolism
1148	530757	Defensins	REACTOME	50	Defensins
1149	530759	Beta defensins	REACTOME	40	Beta defensins
1150	530760	Antiviral mechanism by IFN-stimulated genes*	REACTOME	71	Antiviral mechanism by IFN-stimulated genes*
1151	530763	Prolactin receptor signaling	REACTOME	15	Prolactin receptor signaling
1152	530764	Disease	REACTOME	1110	Disease
1153	530768	Signaling by EGFR in Cancer*	REACTOME	175	Signaling by EGFR in Cancer*
1154	530769	Signaling by constitutively active EGFR	REACTOME	19	Signaling by constitutively active EGFR
1155	530772	ATF4 activates genes	REACTOME	25	ATF4 activates genes
1156	537443	Retrograde endocannabinoid signaling	KEGG	103	Retrograde endocannabinoid signaling
1157	545274	heparan sulfate biosynthesis (late stages)	BIOCYC	20	heparan sulfate biosynthesis (late stages)
1158	545278	heparan sulfate biosynthesis	BIOCYC	26	heparan sulfate biosynthesis
1159	545279	chondroitin sulfate biosynthesis	BIOCYC	20	chondroitin sulfate biosynthesis (BIOCYC)
1160	545280	dermatan sulfate biosynthesis	BIOCYC	16	dermatan sulfate biosynthesis
1161	545284	NAD salvage pathway II	BIOCYC	12	NAD salvage pathway II
1162	545288	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	BIOCYC	14	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)
1163	545293	retinol biosynthesis	BIOCYC	17	retinol biosynthesis
1164	545294	the visual cycle I (vertebrates)	BIOCYC	15	the visual cycle I (vertebrates)
1165	545309	gamma-linolenate biosynthesis II (animals)	BIOCYC	12	gamma-linolenate biosynthesis II (animals)
1166	545313	stearate biosynthesis I (animals)	BIOCYC	11	stearate biosynthesis I (animals)
1167	545314	3-phosphoinositide biosynthesis	BIOCYC	27	3-phosphoinositide biosynthesis
1168	545315	D-myo-inositol-5-phosphate metabolism	BIOCYC	18	D-myo-inositol-5-phosphate metabolism
1169	545316	bile acid biosynthesis, neutral pathway	BIOCYC	13	bile acid biosynthesis, neutral pathway
1170	545325	superpathway of D-myo-inositol (1,4,5)-trisphosphate metabolism	BIOCYC	20	superpathway of D-myo-inositol (1,4,5)-trisphosphate metabolism
1171	545326	D-myo-inositol (1,4,5)-trisphosphate biosynthesis	BIOCYC	24	D-myo-inositol (1,4,5)-trisphosphate biosynthesis
1172	545327	D-myo-inositol (1,4,5)-trisphosphate degradation	BIOCYC	13	D-myo-inositol (1,4,5)-trisphosphate degradation
1173	545328	D-myo-inositol (1,3,4)-trisphosphate biosynthesis	BIOCYC	15	D-myo-inositol (1,3,4)-trisphosphate biosynthesis
1174	545332	1D-myo-inositol hexakisphosphate biosynthesis II (mammalian)	BIOCYC	15	1D-myo-inositol hexakisphosphate biosynthesis II (mammalian)
1175	545349	3-phosphoinositide degradation	BIOCYC	21	3-phosphoinositide degradation
1176	545353	serotonin degradation	BIOCYC	11	serotonin degradation
1177	545354	noradrenaline and adrenaline degradation	BIOCYC	10	noradrenaline and adrenaline degradation
1178	545356	melatonin degradation I	BIOCYC	11	melatonin degradation I
1179	545359	superpathway of melatonin degradation	BIOCYC	13	superpathway of melatonin degradation
1180	545362	purine nucleotides degradation II (aerobic)	BIOCYC	12	purine nucleotides degradation II (aerobic)
1181	546258	Cocaine addiction	KEGG	50	Cocaine addiction
1182	547492	superpathway of inositol phosphate compounds	BIOCYC	67	superpathway of inositol phosphate compounds
1183	547607	Amphetamine addiction	KEGG	68	Amphetamine addiction
1184	552665	Morphine addiction	KEGG	93	Morphine addiction
1185	576248	Signaling by the B Cell Receptor (BCR)	REACTOME	195	Signaling by the B Cell Receptor (BCR)
1186	576249	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	REACTOME	33	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers
1187	576250	Downstream signaling events of B Cell Receptor (BCR)	REACTOME	168	Downstream signaling events of B Cell Receptor (BCR)
1188	576251	Activation of NF-kappaB in B cells	REACTOME	66	Activation of NF-kappaB in B cells
1189	576253	Trafficking and processing of endosomal TLR	REACTOME	14	Trafficking and processing of endosomal TLR
1190	576254	Regulation of Complement cascade	REACTOME	22	Regulation of Complement cascade
1191	576255	Cytosolic sensors of pathogen-associated DNA	REACTOME	66	Cytosolic sensors of pathogen-associated DNA
1192	576256	ZBP1(DAI) mediated induction of type I IFNs	REACTOME	26	ZBP1(DAI) mediated induction of type I IFNs
1193	576258	RIP-mediated NFkB activation via ZBP1	REACTOME	21	RIP-mediated NFkB activation via ZBP1
1194	576259	REV-ERBA represses gene expression	REACTOME	24	REV-ERBA represses gene expression
1195	576260	RORA activates circadian gene expression	REACTOME	25	RORA activates circadian gene expression
1196	576261	Mitochondrial protein import	REACTOME	52	Mitochondrial protein import
1197	576262	Extracellular matrix organization	REACTOME	264	Extracellular matrix organization
1198	576263	Degradation of the extracellular matrix	REACTOME	89	Degradation of the extracellular matrix
1199	576264	Activation of Matrix Metalloproteinases	REACTOME	32	Activation of Matrix Metalloproteinases
1200	576265	Pre-NOTCH Expression and Processing	REACTOME	47	Pre-NOTCH Expression and Processing
1201	576266	Pre-NOTCH Transcription and Translation	REACTOME	29	Pre-NOTCH Transcription and Translation
1202	576268	Pre-NOTCH Processing in Golgi	REACTOME	20	Pre-NOTCH Processing in Golgi
1203	576269	Signaling by NOTCH1*	REACTOME	72	Signaling by NOTCH1*
1204	576270	Activated NOTCH1 Transmits Signal to the Nucleus	REACTOME	30	Activated NOTCH1 Transmits Signal to the Nucleus
1205	576271	NOTCH1 Intracellular Domain Regulates Transcription	REACTOME	47	NOTCH1 Intracellular Domain Regulates Transcription
1206	576272	Signaling by NOTCH2	REACTOME	32	Signaling by NOTCH2
1207	576273	Signaling by NOTCH3	REACTOME	11	Signaling by NOTCH3
1208	576274	Signaling by NOTCH4	REACTOME	11	Signaling by NOTCH4
1209	576275	Signaling by Hippo	REACTOME	20	Signaling by Hippo
1210	576276	YAP1- and WWTR1 (TAZ)-stimulated gene expression	REACTOME	25	YAP1- and WWTR1 (TAZ)-stimulated gene expression
1211	583255	Nicotine addiction	KEGG	40	Nicotine addiction
1212	585562	Epstein-Barr virus infection	KEGG	198	Epstein-Barr virus infection
1213	585563	Alcoholism	KEGG	180	Alcoholism
1214	618580	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	KEGG	20	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
1215	634527	NF-kappa B signaling pathway	KEGG	90	NF-kappa B signaling pathway
1216	645258	Cellular responses to stress	REACTOME	265	Cellular responses to stress
1217	645259	Cellular response to hypoxia*	REACTOME	25	Cellular response to hypoxia*
1218	645262	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	REACTOME	18	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
1219	645264	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	REACTOME	41	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
1220	645265	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	REACTOME	29	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
1221	645266	Downregulation of SMAD2/3:SMAD4 transcriptional activity	REACTOME	23	Downregulation of SMAD2/3:SMAD4 transcriptional activity
1222	645267	Latent infection of Homo sapiens with Mycobacterium tuberculosis*	REACTOME	33	Latent infection of Homo sapiens with Mycobacterium tuberculosis*
1223	645274	Signaling by FGFR in disease	REACTOME	171	Signaling by FGFR in disease
1224	645275	Signaling by FGFR mutants	REACTOME	45	Signaling by FGFR mutants
1225	645276	Signaling by FGFR1 mutants	REACTOME	30	Signaling by FGFR1 mutants
1226	645278	Signaling by FGFR1 fusion mutants	REACTOME	19	Signaling by FGFR1 fusion mutants
1227	645288	Collagen formation	REACTOME	87	Collagen formation
1228	645289	Collagen biosynthesis and modifying enzymes	REACTOME	65	Collagen biosynthesis and modifying enzymes
1229	645290	MHC class II antigen presentation	REACTOME	100	MHC class II antigen presentation
1230	645291	The activation of arylsulfatases	REACTOME	13	The activation of arylsulfatases
1231	645292	TGF-beta receptor signaling activates SMADs	REACTOME	32	TGF-beta receptor signaling activates SMADs
1232	645293	Downregulation of TGF-beta receptor signaling	REACTOME	26	Downregulation of TGF-beta receptor signaling
1233	645294	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	REACTOME	16	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)
1234	645295	Gastrin-CREB signalling pathway via PKC and MAPK	REACTOME	213	Gastrin-CREB signalling pathway via PKC and MAPK
1235	645297	Glycosaminoglycan metabolism*	REACTOME	122	Glycosaminoglycan metabolism*
1236	645298	Hyaluronan metabolism	REACTOME	16	Hyaluronan metabolism
1237	645300	Hyaluronan uptake and degradation	REACTOME	12	Hyaluronan uptake and degradation
1238	645301	Keratan sulfate/keratin metabolism	REACTOME	33	Keratan sulfate/keratin metabolism
1239	645302	Keratan sulfate biosynthesis	REACTOME	28	Keratan sulfate biosynthesis
1240	645303	Keratan sulfate degradation	REACTOME	12	Keratan sulfate degradation
1241	645304	Heparan sulfate/heparin (HS-GAG) metabolism	REACTOME	54	Heparan sulfate/heparin (HS-GAG) metabolism
1242	645305	A tetrasaccharide linker sequence is required for GAG synthesis	REACTOME	26	A tetrasaccharide linker sequence is required for GAG synthesis
