objID	objStat	objName	SNPcount	chr	startpos	endpos	strand
5891	0.12013	MOK	5	14	102695178	102771531	-1
5892	0.09793	RAD51D	3	17	33426811	33446888	-1
5893	0.1101	RAD52	11	12	1021255	1058863	-1
5894	0.17645	RAF1	11	3	12625100	12705700	-1
5896	0.0861499999999999	RAG1	3	11	36589563	36601312	1
5898	0.35677	RALA	23	7	39663152	39747723	1
58985	0.16357	IL22RA1	7	1	24446261	24469775	-1
5899	0.14314	RALB	11	2	121010414	121052286	1
59	0.22544	ACTA2	16	10	90694831	90751147	-1
590	0.15264	BCHE	27	3	165490692	165555253	-1
5900	0.11294	RALGDS	10	9	135973107	136024588	-1
5901	0.08411	RAN	1	12	131356617	131360826	1
5902	0.09314	RANBP1	4	22	20105024	20114704	1
5903	0.10451	RANBP2	4	2	109335937	109402267	1
5905	0.32901	RANGAP1	6	22	41641615	41682216	-1
5906	0.10347	RAP1A	24	1	112162405	112256101	1
59067	0.15082	IL21	28	4	123533783	123542212	-1
5908	0.15589	RAP1B	11	12	69004619	69054385	1
59082	0.14944	CARD18	24	11	105008448	105010461	-1
59084	0.14873	ENPP5	12	6	46127762	46138717	-1
5909	0.20656	RAP1GAP	16	1	21922708	21995856	-1
5910	0.10248	RAP1GDS1	23	4	99182527	99365012	1
5911	0.08552	RAP2A	4	13	98086475	98120252	1
5912	0.11463	RAP2B	16	3	152880029	152886265	1
5913	0.78996	RAPSN	3	11	47459308	47470730	-1
5914	0.09859	RARA	1	17	38465423	38513895	1
5915	0.50142	RARB	83	3	25469754	25639423	1
5916	0.12971	RARG	3	12	53604350	53626040	-1
5917	0.38932	RARS	17	5	167913463	167946311	1
5918	0.10737	RARRES1	15	3	158414897	158450275	-1
5919	0.08265	RARRES2	2	7	150035407	150038763	-1
5920	0.59039	RARRES3	1	11	63304273	63313930	1
5921	0.10806	RASA1	11	5	86564070	86687743	1
5922	0.08696	RASA2	6	3	141205926	141331197	1
5923	0.19345	RASGRF1	59	15	79252289	79383215	-1
5924	0.37245	RASGRF2	113	5	80256508	80525981	1
5925	0.88078	RB1	13	13	48877883	49056026	1
5926	0.23554	ARID4A	4	14	58765222	58840451	1
59269	0.23711	HIVEP3	186	1	41972036	42501596	-1
5927	0.205	KDM5A	18	12	389223	498620	-1
59271	0.59905	EVA1C	36	21	33784752	33887697	1
59272	0.76617	ACE2	6	X	15579156	15620192	-1
59274	0.13144	MESDC1	5	15	81293295	81296345	1
59277	0.45526	NTN4	59	12	96051583	96184536	-1
5928	0.12374	RBBP4	2	1	33116749	33151812	1
59283	0.10739	CACNG8	2	19	54466290	54493469	1
59284	0.11293	CACNG7	5	19	54415991	54446969	1
59285	0.20717	CACNG6	7	19	54495542	54515920	1
5929	0.09849	RBBP5	10	1	205055270	205091150	-1
593	0.08487	BCKDHA	5	19	41903694	41930910	1
5930	0.16292	RBBP6	20	16	24550908	24584184	1
5931	0.09238	RBBP7	13	X	16862773	16888534	-1
5932	0.30999	RBBP8	22	18	20513295	20606449	1
5933	0.36186	RBL1	5	20	35626178	35724410	-1
59335	0.24722	PRDM12	2	9	133539981	133558384	1
59336	0.13004	PRDM13	25	6	100054650	100063454	1
59338	0.12407	PLEKHA1	19	10	124134094	124191871	1
59339	0.0925	PLEKHA2	19	8	38758753	38831431	1
5934	0.14817	RBL2	7	16	53468351	53525560	1
59340	0.1219	HRH4	27	18	22040593	22059921	1
59341	0.15978	TRPV4	9	12	110220892	110271212	-1
59342	0.31201	SCPEP1	15	17	55055468	55084129	1
59343	0.5586	SENP2	6	3	185304031	185348889	1
59344	0.14398	ALOXE3	9	17	7999218	8022234	-1
59345	0.11803	GNB4	16	3	179113876	179169371	-1
59348	0.08546	ZNF350	3	19	52467593	52490079	-1
59349	0.08823	KLHL12	9	1	202860230	202896371	-1
5935	0.11422	RBM3	4	X	48432741	48439553	1
59350	0.26201	RXFP1	24	4	159442866	159574524	1
59352	0.15299	LGR6	43	1	202163118	202288889	1
59353	0.0837	TMEM35	1	X	100333836	100351356	1
5936	0.16549	RBM4	3	11	66406088	66435856	1
5937	0.1574	RBMS1	51	2	161128662	161350318	-1
5939	0.21683	RBMS2	9	12	56915609	56989980	1
594	0.12414	BCKDHB	64	6	80816344	81055987	1
5947	0.11803	RBP1	13	3	139236276	139258671	-1
5948	0.08961	RBP2	11	3	139171726	139195352	-1
594857	0.18306	NPS	39	10	129347613	129350935	1
5949	0.1347	RBP3	5	10	48381487	48390991	-1
5954	0.11939	RCN1	60	11	32112477	32127272	1
5955	0.09005	RCN2	3	15	77223962	77242601	1
5956	0.12838	OPN1LW	1	X	153409725	153424507	1
5957	0.58196	RCVRN	8	17	9801027	9808684	-1
5959	0.08866	RDH5	3	12	56114151	56118526	1
596	0.18789	BCL2	72	18	60790579	60986613	-1
5961	0.10337	PRPH2	7	6	42664333	42690358	-1
5962	0.10724	RDX	37	11	110045605	110167437	-1
5965	0.1481	RECQL	4	12	21621844	21654603	-1
5966	0.09677	REL	9	2	61108752	61150178	1
5967	0.16533	REG1A	9	2	79347584	79350545	1
5968	0.15306	REG1B	18	2	79312149	79315150	-1
597	0.31863	BCL2A1	10	15	80253232	80263643	-1
5970	0.11701	RELA	3	11	65421067	65430443	-1
5971	0.28124	RELB	2	19	45504707	45541456	1
5972	0.13338	REN	17	1	204123944	204135465	-1
5976	0.11441	UPF1	10	19	18942744	18979039	1
5977	0.09274	DPF2	2	11	65101225	65120451	1
5978	0.12516	REST	22	4	57774042	57802010	1
5979	0.14314	RET	32	10	43572517	43625799	1
5980	0.13828	REV3L	18	6	111620234	111804414	-1
5981	0.1331	RFC1	5	4	39289069	39368001	-1
5982	0.09654	RFC2	2	7	73645832	73668738	-1
5983	0.24584	RFC3	91	13	34392206	34540695	1
5984	0.10534	RFC4	4	3	186507681	186524484	-1
5985	0.11117	RFC5	4	12	118454506	118470044	1
5986	0.11995	RFNG	3	17	80005778	80009650	-1
5987	0.12535	TRIM27	15	6	28870779	28891768	-1
5988	0.11563	RFPL1	14	22	29834572	29838444	1
5989	0.08191	RFX1	2	19	14072342	14117134	-1
5990	0.12817	RFX2	11	19	5993175	6110664	-1
5991	0.27985	RFX3	69	9	3224645	3525983	-1
5992	0.41027	RFX4	49	12	106976685	107156582	1
5993	0.1978	RFX5	1	1	151313116	151319769	-1
5994	0.12997	RFXAP	16	13	37393339	37403740	1
5995	0.0997	RGR	18	10	86004809	86018944	1
5996	0.4501	RGS1	22	1	192544857	192549159	1
5997	0.139	RGS2	31	1	192778169	192781407	1
5998	0.09254	RGS3	6	9	116207011	116360018	1
5999	0.22631	RGS4	19	1	163038396	163046592	1
60	0.09317	ACTB	5	7	5566779	5570232	-1
6000	0.26499	RGS7	234	1	240938817	241520478	-1
6001	0.45738	RGS10	26	10	121259339	121302222	-1
6002	0.1583	RGS12	26	4	3315874	3441640	1
6003	0.14549	RGS13	35	1	192605268	192629441	1
6004	0.12234	RGS16	11	1	182567758	182573548	-1
6005	0.09671	RHAG	15	6	49572888	49604587	-1
6006	0.08456	RHCE	3	1	25688740	25747363	-1
6007	0.08113	RHD	1	1	25598981	25656936	1
6009	0.09789	RHEB	13	7	151163098	151217010	-1
6010	0.11585	RHO	2	3	129247482	129254187	1
6011	0.08374	GRK1	1	13	114321594	114438637	1
6013	0.16004	RLN1	10	9	5334969	5339873	-1
6014	0.17344	RIT2	83	18	40323192	40695657	-1
6015	0.10497	RING1	4	6	33176286	33180499	1
6016	0.09432	RIT1	4	1	155867599	155881193	-1
6017	0.10544	RLBP1	11	15	89753098	89764922	-1
6018	0.32997	RLF	11	1	40627041	40706593	1
6019	0.33269	RLN2	10	9	5299868	5304580	-1
602	0.11569	BCL3	3	19	45251978	45263301	1
60312	0.19973	AFAP1	54	4	7760440	7941653	-1
60313	0.08566	GPBP1L1	4	1	46092976	46152302	-1
6035	0.0950299999999999	RNASE1	8	14	21269515	21271036	-1
6036	0.1332	RNASE2	7	14	21423630	21424594	1
6037	0.11705	RNASE3	15	14	21359562	21360507	1
60370	0.11482	AVPI1	7	10	99437181	99447015	-1
6038	0.0895	RNASE4	14	14	21152372	21168758	1
60385	0.09148	TSKS	1	19	50243011	50266515	-1
60386	0.10638	SLC25A19	3	17	73269061	73285530	-1
6039	0.11575	RNASE6	8	14	21249210	21250626	1
604	0.12313	BCL6	23	3	187439165	187463513	-1
6041	0.10981	RNASEL	12	1	182542769	182558394	-1
60412	0.28807	EXOC4	103	7	132937823	133750514	1
60437	0.1008	CDH26	10	20	58533471	58588168	1
6045	0.10693	RNF2	7	1	185014551	185071740	1
6046	0.11687	BRD2	8	6	32936437	32949282	1
60468	0.32216	BACH2	107	6	90636247	91006627	-1
6047	0.1331	RNF4	13	4	2470795	2517586	1
6048	0.10042	RNF5	1	6	32146162	32148570	1
60481	0.16254	ELOVL5	52	6	53132196	53213977	-1
60482	0.913223	SLC5A7	23	2	108602995	108630439	1
60484	0.07994	HAPLN2	2	1	156589086	156595517	1
60485	0.16379	SAV1	11	14	51100298	51135071	-1
60487	0.11059	TRMT11	4	6	126307576	126360422	1
60488	0.11578	MRPS35	4	12	27863706	27909237	1
60489	0.08455	APOBEC3G	3	22	39473010	39483748	1
6049	0.09887	RNF6	23	13	26786905	26796508	-1
60490	0.25406	PPCDC	13	15	75315927	75343067	1
60492	0.11137	CCDC90B	12	11	82972506	82997377	-1
60493	0.36813	FASTKD5	1	20	3127165	3140532	-1
60494	0.20162	CCDC81	16	11	86085778	86134151	1
60495	0.41514	HPSE2	202	10	100216834	100995632	-1
60496	0.09477	AASDHPPT	11	11	105948292	105969419	1
605	0.40726	BCL7A	8	12	122459861	122499950	1
6050	0.29833	RNH1	2	11	494512	507283	-1
60506	0.12254	NYX	21	X	41306713	41334905	1
60509	0.10187	AGBL5	4	2	27274491	27293490	1
6051	0.11188	RNPEP	6	1	201951766	201975275	1
60526	0.18334	C2orf43	45	2	20884818	21022827	-1
60528	0.13479	ELAC2	25	17	12894929	12921381	-1
60529	0.37098	ALX4	47	11	44282278	44331716	-1
60558	0.08204	GUF1	1	4	44680433	44702697	1
60559	0.11752	SPCS3	25	4	177241090	177253396	1
60560	0.17962	NAA35	15	9	88556057	88637217	1
60561	0.13955	RINT1	6	7	105172532	105208124	1
6059	0.08443	ABCE1	1	4	146019156	146050676	1
60592	0.1761	SCOC	24	4	141178440	141303710	1
60598	0.08219	KCNK15	6	20	43374488	43380954	1
60625	0.28936	DHX35	32	20	37590981	37668366	1
60626	0.10195	RIC8A	1	11	208530	215113	1
606495	0.10045	CYB5RL	6	1	54638009	54665746	-1
60672	0.08596	MIIP	2	1	12079299	12092106	1
60673	0.11713	C12orf44	10	12	52463758	52471279	1
60675	0.14946	PROK2	24	3	71820806	71834357	-1
60676	0.13665	PAPPA2	54	1	176432307	176811972	1
60677	0.11719	CELF6	9	15	72577068	72612525	-1
60678	0.12686	EEFSEC	43	3	127872313	128127489	1
60680	0.10858	CELF5	13	19	3224701	3297074	1
60682	0.18306	SMAP1	29	6	71377479	71571718	1
60684	0.1331	TRAPPC11	14	4	184580420	184634747	1
60685	0.13828	ZFAND3	52	6	37787307	38122400	1
60686	0.08143	C14orf93	2	14	23456110	23479360	-1
607	0.44786	BCL9	33	1	147013182	147098017	1
608	0.12155	TNFRSF17	6	16	12058964	12061925	1
6091	0.7978	ROBO1	167	3	78646388	79817059	-1
6092	0.29948	ROBO2	476	3	75955845	77699115	1
6093	0.13464	ROCK1	10	18	18529701	18691812	-1
6095	0.31645	RORA	338	15	60780483	61521502	-1
6096	0.14706	RORB	57	9	77112252	77302117	1
6097	0.13086	RORC	6	1	151778547	151804348	-1
6098	0.34679	ROS1	49	6	117609530	117747018	-1
610	0.08714	HCN2	1	19	589893	617159	1
6100	0.10968	RP9	12	7	33134409	33149002	-1
6101	0.12315	RP1	24	8	55528627	55543394	1
6102	0.10648	RP2	4	X	46696347	46741793	1
6103	0.71273	RPGR	22	X	38128423	38186788	-1
611	0.53842	OPN1SW	3	7	128412543	128415844	-1
6117	0.11636	RPA1	12	17	1733273	1802848	1
6118	0.15853	RPA2	8	1	28218049	28241236	-1
6119	0.13495	RPA3	49	7	7676575	7758238	-1
6120	0.0981300000000001	RPE	1	2	210867352	210886291	1
6121	0.12117	RPE65	28	1	68894507	68915642	-1
6122	0.11107	RPL3	10	22	39708887	39715670	-1
6123	0.0823700000000001	RPL3L	1	16	1994580	2004679	-1
6124	0.0847599999999999	RPL4	2	15	66791653	66797193	-1
6125	0.10792	RPL5	2	1	93297594	93307481	1
6129	0.0892500000000001	RPL7	3	8	74202874	74205869	-1
613	0.20667	BCR	33	22	23522552	23660224	1
613209	0.0888	DEFB135	1	8	11839830	11842099	1
613210	0.0936399999999999	DEFB136	7	8	11831446	11832108	-1
613211	0.23014	DEFB134	3	8	11851489	11853760	-1
613212	0.18119	CTXN3	28	5	126984713	126994322	1
613227	0.19767	HIGD1C	16	12	51347782	51364289	1
6133	0.08951	RPL9	1	4	39455744	39460568	-1
6134	0.08679	RPL10	1	X	153626571	153630680	1
6135	0.10194	RPL11	8	1	24018269	24022915	1
6136	0.08007	RPL12	1	9	130209953	130213711	-1
6137	0.09724	RPL13	3	16	89627065	89633237	1
6138	0.11145	RPL15	4	3	23958295	23965187	1
6139	0.08212	RPL17	2	18	47014851	47018935	-1
6142	0.08756	RPL18A	3	19	17970687	17974133	1
6144	0.11152	RPL21	9	13	27825692	27830705	1
6146	0.09094	RPL22	3	1	6245080	6259679	-1
6150	0.33224	MRPL23	16	11	1968502	1977839	1
6152	0.09761	RPL24	5	3	101399934	101405563	-1
6154	0.09523	RPL26	1	17	8280834	8286565	-1
6155	0.21997	RPL27	3	17	41150446	41154976	1
6157	0.09179	RPL27A	7	11	8703995	8711419	1
6158	0.07979	RPL28	1	19	55897300	55903453	1
6159	0.13053	RPL29	1	3	52027644	52029958	-1
6160	0.14186	RPL31	8	2	101618691	101636155	1
6161	0.20387	RPL32	5	3	12876444	12883081	-1
6164	0.09133	RPL34	10	4	109541722	109551640	1
6166	0.0895	RPL36AL	1	14	50085406	50087349	-1
6167	0.299	RPL37	6	5	40831430	40835387	-1
6168	0.11929	RPL37A	10	2	217363520	217366190	1
6169	0.13349	RPL38	11	17	72199795	72206019	1
617	0.10103	BCS1L	2	2	219524379	219528166	1
6170	0.10506	RPL39	6	X	118920469	118925606	-1
6171	0.63359	RPL41	1	12	56510374	56511616	1
6175	0.16237	RPLP0	3	12	120634503	120639014	-1
6176	0.13305	RPLP1	8	15	69745159	69747884	1
6182	0.09074	MRPL12	2	17	79670400	79674556	1
6183	0.08051	MRPS12	1	19	39421348	39423660	1
6184	0.0876400000000001	RPN1	12	3	128338813	128369719	-1
6185	0.17056	RPN2	16	20	35807456	35870026	1
6188	0.2883	RPS3	7	11	75110535	75133346	1
6189	0.0904	RPS3A	7	4	152020725	152025804	1
6191	0.2107	RPS4X	8	X	71492453	71497141	-1
619208	0.10182	FAM229B	9	6	112408674	112423993	1
619279	0.15611	ZNF704	24	8	81540686	81787016	-1
6193	0.12817	RPS5	6	19	58898636	58906171	1
619373	0.0828100000000001	MBOAT4	3	8	29989187	30002200	-1
6194	0.0956900000000001	RPS6	3	9	19376254	19380235	-1
6195	0.18547	RPS6KA1	19	1	26856249	26901520	1
6196	0.48307	RPS6KA2	220	6	166822854	167275771	-1
6197	0.988087	RPS6KA3	3	X	20168029	20284750	-1
6198	0.09918	RPS6KB1	5	17	57970443	58027787	1
6199	0.08039	RPS6KB2	1	11	67195935	67202879	1
6203	0.17655	RPS9	8	19	54704726	54711515	1
6205	0.08921	RPS11	1	19	49999622	50002969	1
6206	0.14644	RPS12	19	6	133135708	133138703	1
6207	0.08524	RPS13	2	11	17095939	17099220	-1
6208	0.26613	RPS14	7	5	149823792	149829319	-1
6209	0.08191	RPS15	1	19	1438363	1440492	1
6210	0.14431	RPS15A	4	16	18794277	18801656	-1
6217	0.0948	RPS16	3	19	39923847	39926618	-1
622	0.11025	BDH1	35	3	197236654	197300194	-1
6222	0.12796	RPS18	1	6	33239852	33244281	1
6223	0.09197	RPS19	2	19	42363988	42375484	1
6224	0.09476	RPS20	3	8	56980739	56987140	-1
6227	0.09797	RPS21	2	20	60962121	60963576	1
6229	0.17298	RPS24	9	10	79793518	79816571	1
623	0.39766	BDKRB1	15	14	96722547	96731100	1
6233	0.08784	RPS27A	1	2	55459039	55462989	1
6234	0.09197	RPS28	1	19	8386384	8387280	1
6235	0.09389	RPS29	9	14	50044039	50053094	-1
6237	0.08785	RRAS	1	19	50138552	50143400	-1
6238	0.11645	RRBP1	13	20	17594323	17662928	-1
6239	0.11916	RREB1	41	6	7107830	7252213	1
624	0.46415	BDKRB2	42	14	96671135	96710666	1
6240	0.20287	RRM1	30	11	4115924	4160106	1
6241	0.13397	RRM2	5	2	10262695	10271546	1
6242	0.18857	RTKN	2	2	74652988	74669060	-1
6247	0.10425	RS1	4	X	18657808	18690223	-1
6248	0.07994	RSC1A1	2	1	15986364	15988217	1
6249	0.12375	CLIP1	18	12	122755981	122907116	-1
6251	0.33034	RSU1	81	10	16632615	16859453	-1
6252	0.23672	RTN1	57	14	60062694	60337557	-1
6253	0.0936900000000001	RTN2	2	19	45988546	46000313	-1
6256	0.12284	RXRA	35	9	137218316	137332431	1
6257	0.08574	RXRB	3	6	33161362	33168473	-1
6258	0.25906	RXRG	76	1	165370159	165414592	-1
6259	0.21319	RYK	38	3	133875978	133969586	-1
6261	0.44907	RYR1	24	19	38924340	39078204	1
6262	0.45798	RYR2	305	1	237205702	237997288	1
6263	0.21614	RYR3	267	15	33603177	34158303	1
627	0.68454	BDNF	33	11	27676440	27743605	-1
6271	0.08932	S100A1	1	1	153600873	153604512	1
6272	0.08726	SORT1	2	1	109852187	109940563	-1
6273	0.08377	S100A2	1	1	153533584	153538306	-1
6276	0.07741	S100A5	1	1	153509623	153514241	-1
6277	0.14359	S100A6	8	1	153507076	153508717	-1
6278	0.11188	S100A7	10	1	153430220	153433137	-1
6279	0.11551	S100A8	8	1	153362508	153363664	-1
6280	0.09717	S100A9	5	1	153330330	153333503	1
6281	0.09094	S100A10	20	1	151955386	151966714	-1
6282	0.17711	S100A11	3	1	152004982	152009511	-1
6283	0.09717	S100A12	3	1	153346184	153348075	-1
6284	0.08932	S100A13	1	1	153591275	153606568	-1
6285	0.15901	S100B	11	21	48018531	48025035	-1
6286	0.10343	S100P	7	4	6695566	6698897	1
6288	0.21139	SAA1	3	11	18287808	18291524	1
6289	0.11373	SAA2	6	11	18259780	18270221	-1
629	0.21113	CFB	4	6	31913721	31919861	1
6291	0.33521	SAA4	14	11	18252902	18258384	-1
6293	0.13004	VPS52	4	6	33218049	33239662	-1
6294	0.08614	SAFB	3	19	5623046	5668489	1
6295	0.09744	SAG	11	2	234216309	234255701	1
6296	0.13859	ACSM3	8	16	20775312	20808479	1
6297	0.09562	SALL2	8	14	21989231	22005337	-1
6299	0.09549	SALL1	15	16	51169886	51185183	-1
6301	0.0938	SARS	7	1	109756515	109780804	1
63027	0.21912	SLC22A23	113	6	3269207	3456793	-1
6303	0.14766	SAT1	15	X	23801275	23804327	1
63035	0.09348	BCORL1	1	X	129139164	129192058	1
63036	0.56032	CELA2A	7	1	15783223	15798586	1
6304	0.1594	SATB1	17	3	18389133	18480265	-1
6305	0.12635	SBF1	4	22	50883429	50913464	-1
6307	0.11388	MSMO1	6	4	166248818	166264316	1
6309	0.50932	SC5DL	41	11	121163388	121184119	1
631	0.13944	BFSP1	28	20	17474550	17539605	-1
6310	0.32961	ATXN1	192	6	16299343	16761721	-1
6311	0.85327	ATXN2	6	12	111890018	112037480	-1
6314	0.4726	ATXN7	13	3	63850233	63989138	1
6317	0.10313	SERPINB3	4	18	61322431	61329197	-1
6318	0.12357	SERPINB4	3	18	61304493	61311502	-1
6319	0.17226	SCD	20	10	102106772	102124588	1
6320	0.09148	CLEC11A	6	19	51226605	51228981	1
6323	0.13542	SCN1A	59	2	166845670	167005642	-1
6326	0.15976	SCN2A	38	2	166095912	166248820	1
6327	0.1219	SCN2B	5	11	118033519	118047337	-1
6328	0.15905	SCN3A	30	2	165944030	166060577	-1
6329	0.19764	SCN4A	4	17	62015914	62050278	-1
633	0.23127	BGN	4	X	152760347	152775004	1
6330	0.16141	SCN4B	17	11	118004092	118023630	-1
6331	0.17023	SCN5A	44	3	38589553	38691164	-1
6332	0.11244	SCN7A	22	2	167260083	167343481	-1
6334	0.10427	SCN8A	29	12	51985020	52206648	1
6335	0.20131	SCN9A	50	2	167051695	167232497	-1
6336	0.2294	SCN10A	58	3	38738837	38835501	-1
6337	0.10515	SCNN1A	3	12	6456009	6486523	-1
6338	0.30105	SCNN1B	22	16	23313591	23392620	1
6339	0.08596	SCNN1D	1	1	1215816	1227409	1
634	0.10068	CEACAM1	2	19	43011458	43032661	-1
6340	0.49773	SCNN1G	5	16	23194040	23228200	1
6341	0.17522	SCO1	5	17	10583649	10600885	-1
6342	0.15083	SCP2	13	1	53392901	53517289	1
6344	0.10835	SCTR	24	2	120197419	120282028	-1
6345	0.15635	SRL	28	16	4239375	4292081	-1
6346	0.13107	CCL1	37	17	32687399	32690252	-1
6347	0.12326	CCL2	10	17	32582296	32584222	1
6348	0.33493	CCL3	1	17	34415602	34417506	-1
635	0.17265	BHMT	14	5	78407604	78428113	1
6351	0.42335	CCL4	20	17	34431220	34433014	1
6352	0.0854	CCL5	2	17	34198495	34207377	-1
6354	0.09692	CCL7	8	17	32597240	32599256	1
6355	0.09989	CCL8	13	17	32646066	32648421	1
6356	0.09633	CCL11	5	17	32612687	32615199	1
6357	0.15053	CCL13	7	17	32683471	32685629	1
6358	0.10052	CCL14	2	17	34310692	34313764	-1
6359	0.0838	CCL15	4	17	34324618	34329084	-1
636	0.21542	BICD1	118	12	32260185	32531141	1
6360	0.17998	CCL16	10	17	34303535	34308523	-1
6361	0.10037	CCL17	6	16	57438679	57449974	1
6362	0.25518	CCL18	15	17	34391643	34398841	1
6363	0.08993	CCL19	4	9	34689567	34691274	-1
6364	0.14314	CCL20	12	2	228678558	228682280	1
6366	0.07936	CCL21	3	9	34709002	34710147	-1
6367	0.16177	CCL22	2	16	57392695	57400102	1
6368	0.115	CCL23	22	17	34340097	34345005	-1
6369	0.18986	CCL24	12	7	75441114	75443033	-1
637	0.12074	BID	13	22	18216906	18257431	-1
6370	0.346	CCL25	4	19	8117646	8127547	1
6372	0.09987	CXCL6	4	4	74702273	74704477	1
6374	0.09838	CXCL5	3	4	74861359	74864416	-1
6375	0.139	XCL1	30	1	168545711	168551315	1
6376	0.11378	CX3CL1	3	16	57406414	57418956	1
638	0.10242	BIK	6	22	43506754	43525718	1
6382	0.12309	SDC1	31	2	20400558	20425194	-1
63827	0.09236	BCAN	2	1	156611740	156629324	1
6383	0.1271	SDC2	60	8	97505882	97624037	1
6385	0.13521	SDC4	18	20	43953928	43977064	-1
6386	0.09733	SDCBP	7	8	59465728	59495419	1
6387	0.41379	CXCL12	54	10	44865605	44880545	-1
63874	0.38553	ABHD4	31	14	23067147	23081265	1
63875	0.11373	MRPL17	25	11	6701616	6704632	-1
63876	0.50033	PKNOX2	114	11	125034559	125303285	1
63877	0.14578	FAM204A	33	10	120068572	120101839	-1
6389	0.38801	SDHA	10	5	218356	256815	1
63891	0.08067	RNF123	2	3	49726950	49758962	1
63892	0.16533	THADA	64	2	43457975	43823185	-1
63893	0.40157	UBE2O	10	17	74385613	74449288	-1
63894	0.12993	VIPAS39	5	14	77893018	77923983	-1
63895	0.29153	PIEZO2	210	18	10670244	11148761	-1
63897	0.30918	HEATR6	6	17	58120552	58156292	-1
63898	0.16012	SH2D4A	44	8	19171081	19253729	1
63899	0.09	NSUN3	4	3	93781855	93845630	1
639	0.16254	PRDM1	39	6	106534195	106557814	1
6390	0.08596	SDHB	12	1	17345217	17380665	-1
63901	0.41681	FAM111A	6	11	58910318	58922512	1
63904	0.08607	DUSP21	2	X	44703249	44704134	1
63905	0.10246	MANBAL	6	20	35918051	35945663	1
63908	0.11741	NAPB	22	20	23355156	23402156	-1
6391	0.12374	SDHC	3	1	161284166	161334541	1
63910	0.11867	SLC17A9	4	20	61583999	61599949	1
63915	0.15358	BLOC1S5	34	6	8013800	8064647	-1
63916	0.11398	ELMO2	9	20	44994689	45035271	-1
63917	0.08561	GALNT11	5	7	151722778	151819427	1
6392	0.12059	SDHD	3	11	111957571	111966518	1
63920	0.0954	C5orf54	6	5	159820155	159827060	-1
63922	0.10177	CHTF18	1	16	838622	848074	1
63923	0.13338	TNN	43	1	175036994	175117202	1
63924	0.07895	CIDEC	2	3	9908394	9921938	-1
63925	0.14691	ZNF335	7	20	44577292	44600833	-1
63926	0.13012	ANKEF1	44	20	10015697	10037407	1
63928	0.1299	CHP2	17	16	23765948	23770256	1
63929	0.17417	XPNPEP3	2	22	41253085	41328823	1
63931	0.23962	MRPS14	4	1	174982094	174992591	-1
63932	0.14274	CXorf56	8	X	118672112	118699397	-1
63933	0.24474	CCDC90A	24	6	13786781	13814792	-1
63934	0.091	ZNF667	18	19	56950693	56988770	-1
63935	0.08503	PCIF1	2	20	44563317	44576662	1
63939	0.10934	FAM217B	1	20	58508819	58523702	1
63940	0.09559	GPSM3	3	6	32158543	32163300	-1
63941	0.08622	NECAB3	2	20	32244893	32262264	-1
63946	0.08126	DMRTC2	3	19	42349086	42356398	1
63948	0.12117	DMRTB1	25	1	53925072	53933158	1
63950	0.10433	DMRTA2	6	1	50883223	50889119	-1
63951	0.13497	DMRTA1	19	9	22446840	22452472	1
6396	0.1035	SEC13	2	3	10342615	10362858	-1
63967	0.11885	CLSPN	4	1	36197713	36235551	-1
6397	0.23616	SEC14L1	52	17	75084725	75213183	1
63970	0.14705	TP53AIP1	20	11	128804627	128813294	-1
63971	0.15441	KIF13A	65	6	17759414	17987854	-1
63973	0.15238	NEUROG2	5	4	113434672	113437328	-1
63974	0.14755	NEUROD6	36	7	31377079	31380538	-1
63976	0.26946	PRDM16	85	1	2985742	3355185	1
63977	0.25072	PRDM15	23	21	43218385	43299591	-1
63978	0.08631	PRDM14	19	8	70963886	70983562	-1
6398	0.12122	SECTM1	3	17	80278900	80291921	-1
63982	0.30358	ANO3	133	11	26353678	26684836	1
6399	0.27301	TRAPPC2	5	X	13730361	13752754	-1
640	0.18539	BLK	32	8	11351521	11422108	1
6400	0.11378	SEL1L	22	14	81937891	82000205	-1
64005	0.15892	MYO1G	11	7	45002260	45018704	-1
6401	0.10611	SELE	21	1	169691781	169703220	-1
6402	0.11551	SELL	13	1	169659806	169680843	-1
6403	0.50609	SELP	17	1	169558087	169599377	-1
6404	0.17846	SELPLG	8	12	109015671	109027670	-1
6405	0.11708	SEMA3F	6	3	50192848	50226508	1
64061	0.11143	TSPYL2	8	X	53111542	53117728	1
64062	0.11752	RBM26	21	13	79894089	79979923	-1
64063	0.13859	PRSS22	5	16	2902728	2908171	-1
64065	0.17023	PERP	27	6	138409642	138428660	-1
64066	0.1302	MMP27	16	11	102562415	102576468	-1
64067	0.41315	NPAS3	444	14	33408459	34273382	1
6407	0.09185	SEMG2	2	20	43850010	43853099	1
64072	0.23669	CDH23	168	10	73156691	73575704	1
64077	0.21137	LHPP	67	10	126150341	126302710	1
64078	0.18958	SLC28A3	90	9	86890765	86983413	-1
64080	0.12057	RBKS	9	2	28004266	28113223	-1
64081	0.11367	PBLD	24	10	70042417	70092684	-1
64083	0.09244	GOLPH3	9	5	32124824	32174425	-1
64084	0.19939	CLSTN2	274	3	139654027	140286919	1
64087	0.16439	MCCC2	32	5	70883115	70954531	1
64089	0.12415	SNX16	23	8	82711818	82754521	-1
64090	0.09439	GAL3ST2	1	2	242716240	242743702	1
64091	0.1502	POPDC2	11	3	119360908	119379404	-1
