setID	setName	source	size.orig	name.source
106406	Initial triggering of complement	REACTOME	18	Initial triggering of complement
106405	Complement cascade	REACTOME	36	Complement cascade
106400	Activated TLR4 signalling	REACTOME	109	Activated TLR4 signalling
106398	Toll Like Receptor 4 (TLR4) Cascade	REACTOME	118	Toll Like Receptor 4 (TLR4) Cascade
106397	Toll Like Receptor 9 (TLR9) Cascade	REACTOME	88	Toll Like Receptor 9 (TLR9) Cascade
106396	Toll Like Receptor 7/8 (TLR7/8) Cascade*	REACTOME	84	Toll Like Receptor 7/8 (TLR7/8) Cascade*
106391	Toll Like Receptor 3 (TLR3) Cascade*	REACTOME	95	Toll Like Receptor 3 (TLR3) Cascade*
106390	MyD88:Mal cascade initiated on plasma membrane*	REACTOME	89	MyD88:Mal cascade initiated on plasma membrane*
106389	Toll Like Receptor 10 (TLR10) Cascade*	REACTOME	80	Toll Like Receptor 10 (TLR10) Cascade*
106388	Toll-Like Receptors Cascades	REACTOME	138	Toll-Like Receptors Cascades
106387	Innate Immune System	REACTOME	575	Innate Immune System
106386	Immune System	REACTOME	1138	Immune System
106385	Downstream signal transduction	REACTOME	155	Downstream signal transduction
106384	Signaling by PDGF	REACTOME	178	Signaling by PDGF
106383	Olfactory Signaling Pathway	REACTOME	377	Olfactory Signaling Pathway
106381	Class C/3 (Metabotropic glutamate/pheromone receptors)	REACTOME	39	Class C/3 (Metabotropic glutamate/pheromone receptors)
106380	Glucagon-type ligand receptors	REACTOME	32	Glucagon-type ligand receptors
106378	Class B/2 (Secretin family receptors)	REACTOME	89	Class B/2 (Secretin family receptors)
106374	P2Y receptors	REACTOME	14	P2Y receptors
106373	Nucleotide-like (purinergic) receptors	REACTOME	18	Nucleotide-like (purinergic) receptors
106370	Eicosanoid ligand-binding receptors	REACTOME	15	Eicosanoid ligand-binding receptors
106369	Hormone ligand-binding receptors	REACTOME	10	Hormone ligand-binding receptors
106368	Serotonin receptors	REACTOME	12	Serotonin receptors
106363	Amine ligand-binding receptors	REACTOME	41	Amine ligand-binding receptors
106359	Chemokine receptors bind chemokines	REACTOME	55	Chemokine receptors bind chemokines
106358	Peptide ligand-binding receptors	REACTOME	188	Peptide ligand-binding receptors
106357	Class A/1 (Rhodopsin-like receptors)	REACTOME	313	Class A/1 (Rhodopsin-like receptors)
106356	Signaling by GPCR	REACTOME	1014	Signaling by GPCR
106349	FGFR2 ligand binding and activation*	REACTOME	17	FGFR2 ligand binding and activation*
106345	FGFR1 ligand binding and activation	REACTOME	14	FGFR1 ligand binding and activation
106344	FGFR ligand binding and activation	REACTOME	23	FGFR ligand binding and activation
106343	Signaling by FGFR*	REACTOME	156	Signaling by FGFR*
106342	EGFR downregulation	REACTOME	26	EGFR downregulation
106341	GAB1 signalosome*	REACTOME	102	GAB1 signalosome*
106340	SHC1 events in EGFR signaling	REACTOME	15	SHC1 events in EGFR signaling
106339	GRB2 events in EGFR signaling	REACTOME	14	GRB2 events in EGFR signaling
106336	Signaling by BMP	REACTOME	23	Signaling by BMP
106335	MicroRNA (miRNA) biogenesis	REACTOME	23	MicroRNA (miRNA) biogenesis
106334	Regulatory RNA pathways	REACTOME	26	Regulatory RNA pathways
106332	Regulation of gene expression in beta cells	REACTOME	21	Regulation of gene expression in beta cells
106328	Regulation of beta-cell development	REACTOME	33	Regulation of beta-cell development
106327	Pyruvate metabolism and Citric Acid (TCA) cycle	REACTOME	41	Pyruvate metabolism and Citric Acid (TCA) cycle
106326	Heme biosynthesis	REACTOME	11	Heme biosynthesis
106325	Metabolism of porphyrins	REACTOME	24	Metabolism of porphyrins
106288	Pyrimidine catabolism	REACTOME	12	Pyrimidine catabolism
106281	Pyrimidine metabolism	REACTOME	24	Pyrimidine metabolism (REACTOME)
106276	Purine catabolism	REACTOME	11	Purine catabolism
106273	Purine salvage	REACTOME	13	Purine salvage
106266	Purine ribonucleoside monophosphate biosynthesis	REACTOME	11	Purine ribonucleoside monophosphate biosynthesis
106265	Purine metabolism	REACTOME	34	Purine metabolism (REACTOME)
106263	Metabolism of nucleotides	REACTOME	80	Metabolism of nucleotides
106262	Striated Muscle Contraction	REACTOME	31	Striated Muscle Contraction (REACTOME)
106261	Muscle contraction	REACTOME	51	Muscle contraction
106257	Biotin transport and metabolism	REACTOME	10	Biotin transport and metabolism
106254	Vitamin B5 (pantothenate) metabolism	REACTOME	11	Vitamin B5 (pantothenate) metabolism
106249	Metabolism of vitamins and cofactors*	REACTOME	82	Metabolism of vitamins and cofactors*
106247	Association of TriC/CCT with target proteins during biosynthesis	REACTOME	29	Association of TriC/CCT with target proteins during biosynthesis
106245	Formation of tubulin folding intermediates by CCT/TriC	REACTOME	22	Formation of tubulin folding intermediates by CCT/TriC
106243	Cooperation of Prefoldin and TriC/CCT in actin and tubulin folding*	REACTOME	29	Cooperation of Prefoldin and TriC/CCT in actin and tubulin folding*
106242	Chaperonin-mediated protein folding	REACTOME	50	Chaperonin-mediated protein folding
106241	Protein folding	REACTOME	56	Protein folding
106238	Synthesis of glycosylphosphatidylinositol (GPI)	REACTOME	17	Synthesis of glycosylphosphatidylinositol (GPI)
106236	Post-translational modification: synthesis of GPI-anchored proteins	REACTOME	26	Post-translational modification: synthesis of GPI-anchored proteins
106232	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	REACTOME	11	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins
106231	PTM: gamma carboxylation, hypusine formation and arylsulfatase activation	REACTOME	28	PTM: gamma carboxylation, hypusine formation and arylsulfatase activation
106230	Metabolism of proteins	REACTOME	688	Metabolism of proteins
106228	Metabolism of non-coding RNA*	REACTOME	50	Metabolism of non-coding RNA*
106222	Metabolism of nitric oxide*	REACTOME	19	Metabolism of nitric oxide*
106212	Glycogen breakdown (glycogenolysis)	REACTOME	16	Glycogen breakdown (glycogenolysis)
106205	Pyruvate metabolism	REACTOME	20	Pyruvate metabolism (REACTOME)
106204	Gluconeogenesis	REACTOME	31	Gluconeogenesis
106203	Regulation of Glucokinase by Glucokinase Regulatory Protein	REACTOME	29	Regulation of Glucokinase by Glucokinase Regulatory Protein
106200	Glucose transport	REACTOME	40	Glucose transport
106199	Glucose metabolism	REACTOME	71	Glucose metabolism
106198	Hexose transport	REACTOME	46	Hexose transport
106196	Metabolism of carbohydrates*	REACTOME	263	Metabolism of carbohydrates*
106193	Metabolism of polyamines	REACTOME	15	Metabolism of polyamines
106179	Branched-chain amino acid catabolism	REACTOME	18	Branched-chain amino acid catabolism
106176	Regulation of ornithine decarboxylase (ODC)	REACTOME	50	Regulation of ornithine decarboxylase (ODC)
106173	Amino acid synthesis and interconversion (transamination)	REACTOME	16	Amino acid synthesis and interconversion (transamination)
106170	Amino acid transport across the plasma membrane	REACTOME	31	Amino acid transport across the plasma membrane
106169	Metabolism of amino acids and derivatives	REACTOME	192	Metabolism of amino acids and derivatives
106165	trans-Golgi Network Vesicle Budding*	REACTOME	62	trans-Golgi Network Vesicle Budding*
106160	Membrane Trafficking	REACTOME	192	Membrane Trafficking
106158	HDL-mediated lipid transport	REACTOME	15	HDL-mediated lipid transport
106157	Chylomicron-mediated lipid transport	REACTOME	17	Chylomicron-mediated lipid transport
106156	Lipoprotein metabolism	REACTOME	30	Lipoprotein metabolism
106154	Androgen biosynthesis	REACTOME	11	Androgen biosynthesis
106150	Metabolism of steroid hormones and vitamin D	REACTOME	30	Metabolism of steroid hormones and vitamin D
106149	Recycling of bile acids and salts	REACTOME	12	Recycling of bile acids and salts
106148	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	REACTOME	11	Synthesis of bile acids and bile salts via 27-hydroxycholesterol
106147	Synthesis of bile acids and bile salts via 24-hydroxycholesterol	REACTOME	15	Synthesis of bile acids and bile salts via 24-hydroxycholesterol
106146	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	REACTOME	21	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
106145	Synthesis of bile acids and bile salts	REACTOME	24	Synthesis of bile acids and bile salts
106144	Bile acid and bile salt metabolism	REACTOME	33	Bile acid and bile salt metabolism
106142	Cholesterol biosynthesis	REACTOME	22	Cholesterol biosynthesis (REACTOME)
106136	Peroxisomal lipid metabolism	REACTOME	22	Peroxisomal lipid metabolism
106122	Mitochondrial Fatty Acid Beta-Oxidation	REACTOME	15	Mitochondrial Fatty Acid Beta-Oxidation
106115	Fatty Acyl-CoA Biosynthesis	REACTOME	20	Fatty Acyl-CoA Biosynthesis
106114	Triglyceride Biosynthesis	REACTOME	41	Triglyceride Biosynthesis
106111	Lipid digestion, mobilization, and transport	REACTOME	50	Lipid digestion, mobilization, and transport
106110	Integrin cell surface interactions	REACTOME	66	Integrin cell surface interactions
106109	Regulation of pyruvate dehydrogenase (PDH) complex	REACTOME	12	Regulation of pyruvate dehydrogenase (PDH) complex
106099	PKA activation in glucagon signalling	REACTOME	17	PKA activation in glucagon signalling
106097	Glucagon signaling in metabolic regulation	REACTOME	35	Glucagon signaling in metabolic regulation
106096	Integration of energy metabolism	REACTOME	107	Integration of energy metabolism
106080	Export of Viral Ribonucleoproteins from Nucleus*	REACTOME	30	Export of Viral Ribonucleoproteins from Nucleus*
106077	Viral mRNA Translation	REACTOME	85	Viral mRNA Translation
106076	Viral Messenger RNA Synthesis	REACTOME	14	Viral Messenger RNA Synthesis
106074	Influenza Viral RNA Transcription and Replication	REACTOME	101	Influenza Viral RNA Transcription and Replication
106073	Transport of Ribonucleoproteins into the Host Nucleus	REACTOME	29	Transport of Ribonucleoproteins into the Host Nucleus
106068	Influenza Life Cycle	REACTOME	136	Influenza Life Cycle
106067	Influenza Infection	REACTOME	141	Influenza Infection
106065	Basigin interactions	REACTOME	25	Basigin interactions
106064	PECAM1 interactions	REACTOME	12	PECAM1 interactions
106063	Tie2 Signaling	REACTOME	18	Tie2 Signaling
106062	Cell surface interactions at the vascular wall	REACTOME	95	Cell surface interactions at the vascular wall
106061	Dissolution of Fibrin Clot	REACTOME	11	Dissolution of Fibrin Clot
106060	Common Pathway	REACTOME	14	Common Pathway
106059	Intrinsic Pathway	REACTOME	17	Intrinsic Pathway
106057	Formation of Fibrin Clot (Clotting Cascade)	REACTOME	32	Formation of Fibrin Clot (Clotting Cascade)
106056	p130Cas linkage to MAPK signaling for integrins	REACTOME	15	p130Cas linkage to MAPK signaling for integrins
106055	GRB2:SOS provides linkage to MAPK signaling for Integrins	REACTOME	15	GRB2:SOS provides linkage to MAPK signaling for Integrins
106054	Integrin alphaIIb beta3 signaling	REACTOME	27	Integrin alphaIIb beta3 signaling
106053	Platelet Aggregation (Plug Formation)	REACTOME	37	Platelet Aggregation (Plug Formation)
106050	Platelet degranulation	REACTOME	81	Platelet degranulation
106048	Response to elevated platelet cytosolic Ca2+	REACTOME	86	Response to elevated platelet cytosolic Ca2+
106044	Effects of PIP2 hydrolysis	REACTOME	25	Effects of PIP2 hydrolysis
106043	G alpha (q) signalling events	REACTOME	192	G alpha (q) signalling events
106041	G alpha (12/13) signalling events	REACTOME	77	G alpha (12/13) signalling events
106036	GPVI-mediated activation cascade	REACTOME	31	GPVI-mediated activation cascade
106034	Platelet activation, signaling and aggregation	REACTOME	209	Platelet activation, signaling and aggregation
106030	Platelet Adhesion to exposed collagen	REACTOME	13	Platelet Adhesion to exposed collagen
106028	Hemostasis	REACTOME	486	Hemostasis
106026	Vpu mediated degradation of CD4	REACTOME	51	Vpu mediated degradation of CD4
106021	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	REACTOME	21	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters
106019	The role of Nef in HIV-1 replication and disease pathogenesis	REACTOME	28	The role of Nef in HIV-1 replication and disease pathogenesis
106017	Vif-mediated degradation of APOBEC3G	REACTOME	54	Vif-mediated degradation of APOBEC3G
106015	Nuclear import of Rev protein	REACTOME	31	Nuclear import of Rev protein
106014	Interactions of Rev with host cellular proteins*	REACTOME	34	Interactions of Rev with host cellular proteins*
106013	Vpr-mediated nuclear import of PICs	REACTOME	31	Vpr-mediated nuclear import of PICs
106011	Interactions of Vpr with host cellular proteins	REACTOME	34	Interactions of Vpr with host cellular proteins
106010	Host Interactions of HIV factors	REACTOME	128	Host Interactions of HIV factors
106009	Budding and maturation of HIV virion	REACTOME	25	Budding and maturation of HIV virion
106005	Abortive elongation of HIV-1 transcript in the absence of Tat	REACTOME	23	Abortive elongation of HIV-1 transcript in the absence of Tat
106000	RNA Pol II CTD phosphorylation and interaction with CE*	REACTOME	26	RNA Pol II CTD phosphorylation and interaction with CE*
105996	Transcription of the HIV genome*	REACTOME	60	Transcription of the HIV genome*
105995	Late Phase of HIV Life Cycle	REACTOME	120	Late Phase of HIV Life Cycle
105985	Early Phase of HIV Life Cycle	REACTOME	13	Early Phase of HIV Life Cycle
105984	HIV Life Cycle	REACTOME	132	HIV Life Cycle
105983	HIV Infection	REACTOME	215	HIV Infection
105982	Mitochondrial tRNA aminoacylation	REACTOME	21	Mitochondrial tRNA aminoacylation
105981	Cytosolic tRNA aminoacylation	REACTOME	24	Cytosolic tRNA aminoacylation
105980	tRNA Aminoacylation	REACTOME	42	tRNA Aminoacylation
105979	Nuclear Receptor transcription pathway	REACTOME	51	Nuclear Receptor transcription pathway
105977	Peptide chain elongation*	REACTOME	85	Peptide chain elongation*
105976	Eukaryotic Translation Elongation	REACTOME	89	Eukaryotic Translation Elongation
105973	GTP hydrolysis and joining of the 60S ribosomal subunit	REACTOME	106	GTP hydrolysis and joining of the 60S ribosomal subunit
105970	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S*	REACTOME	56	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S*
105969	Formation of the ternary complex, and subsequently, the 43S complex	REACTOME	48	Formation of the ternary complex, and subsequently, the 43S complex
105968	Formation of a pool of free 40S subunits	REACTOME	95	Formation of a pool of free 40S subunits
105966	Eukaryotic Translation Initiation*	REACTOME	113	Eukaryotic Translation Initiation*
105965	Translation	REACTOME	146	Translation
105961	Transport of Mature mRNAs Derived from Intronless Transcripts*	REACTOME	36	Transport of Mature mRNAs Derived from Intronless Transcripts*
105959	Transport of Mature Transcript to Cytoplasm*	REACTOME	55	Transport of Mature Transcript to Cytoplasm*
105957	mRNA 3'-end processing	REACTOME	34	mRNA 3'-end processing
105953	mRNA Splicing - Minor Pathway	REACTOME	42	mRNA Splicing - Minor Pathway
105951	mRNA Splicing*	REACTOME	107	mRNA Splicing*
105949	Formation of the Early Elongation Complex*	REACTOME	32	Formation of the Early Elongation Complex*
105948	RNA Polymerase II Transcription Elongation*	REACTOME	42	RNA Polymerase II Transcription Elongation*
105945	mRNA Capping	REACTOME	28	mRNA Capping
105941	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening*	REACTOME	39	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening*
105939	Notch-HLH transcription pathway	REACTOME	13	Notch-HLH transcription pathway
105938	Generic Transcription Pathway	REACTOME	473	Generic Transcription Pathway
105937	Gene Expression	REACTOME	1145	Gene Expression
105928	Gap junction assembly	REACTOME	19	Gap junction assembly
105927	Gap junction trafficking	REACTOME	28	Gap junction trafficking
105926	Gap junction trafficking and regulation	REACTOME	30	Gap junction trafficking and regulation
105925	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	REACTOME	44	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
105923	Adrenaline,noradrenaline inhibits insulin secretion	REACTOME	30	Adrenaline,noradrenaline inhibits insulin secretion
105922	Formation of ATP by chemiosmotic coupling	REACTOME	16	Formation of ATP by chemiosmotic coupling
105921	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	REACTOME	85	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.
105919	Citric acid cycle (TCA cycle)	REACTOME	19	Citric acid cycle (TCA cycle)
105911	Glycolysis	REACTOME	27	Glycolysis
105909	Regulation of insulin secretion	REACTOME	80	Regulation of insulin secretion
105908	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	REACTOME	21	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
105907	PERK regulates gene expression	REACTOME	28	PERK regulates gene expression
105906	IRE1alpha activates chaperones*	REACTOME	50	IRE1alpha activates chaperones*
105904	Unfolded Protein Response (UPR)	REACTOME	81	Unfolded Protein Response (UPR)
105903	Insulin processing	REACTOME	26	Insulin processing
105900	Association of licensing factors with the pre-replicative complex	REACTOME	15	Association of licensing factors with the pre-replicative complex
105899	Regulation of DNA replication*	REACTOME	75	Regulation of DNA replication*
105897	DNA Replication	REACTOME	104	DNA Replication (REACTOME)
105895	Fanconi Anemia pathway	REACTOME	25	Fanconi Anemia pathway (REACTOME)
105891	Formation of transcription-coupled NER (TC-NER) repair complex*	REACTOME	29	Formation of transcription-coupled NER (TC-NER) repair complex*
105890	Transcription-coupled NER (TC-NER)	REACTOME	45	Transcription-coupled NER (TC-NER)
105889	Repair synthesis of patch ~27-30 bases long by DNA polymerase*	REACTOME	15	Repair synthesis of patch ~27-30 bases long by DNA polymerase*
105888	Gap-filling DNA repair synthesis and ligation in GG-NER*	REACTOME	16	Gap-filling DNA repair synthesis and ligation in GG-NER*
105886	Formation of incision complex in GG-NER*	REACTOME	20	Formation of incision complex in GG-NER*
105884	Global Genomic NER (GG-NER)	REACTOME	33	Global Genomic NER (GG-NER)
105883	Nucleotide Excision Repair	REACTOME	50	Nucleotide Excision Repair (REACTOME)
105862	Homologous Recombination Repair*	REACTOME	16	Homologous Recombination Repair*
105861	Double-Strand Break Repair	REACTOME	22	Double-Strand Break Repair
105850	Resolution of AP sites via the multiple-nucleotide patch replacement pathway*	REACTOME	17	Resolution of AP sites via the multiple-nucleotide patch replacement pathway*
105847	Resolution of AP sites via the single-nucleotide replacement pathway	REACTOME	12	Resolution of AP sites via the single-nucleotide replacement pathway
105838	Base Excision Repair*	REACTOME	19	Base Excision Repair*
105837	DNA Repair	REACTOME	110	DNA Repair
105836	Autodegradation of Cdh1 by Cdh1:APC/C	REACTOME	60	Autodegradation of Cdh1 by Cdh1:APC/C
105835	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	REACTOME	69	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
105834	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	REACTOME	17	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase
105833	APC/C:Cdc20 mediated degradation of Securin	REACTOME	64	APC/C:Cdc20 mediated degradation of Securin
105832	APC/C:Cdc20 mediated degradation of Cyclin B	REACTOME	21	APC/C:Cdc20 mediated degradation of Cyclin B
105830	Phosphorylation of the APC/C	REACTOME	17	Phosphorylation of the APC/C
105829	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins*	REACTOME	70	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins*
105828	SCF-beta-TrCP mediated degradation of Emi1	REACTOME	54	SCF-beta-TrCP mediated degradation of Emi1
105826	Regulation of APC/C activators between G1/S and early anaphase	REACTOME	77	Regulation of APC/C activators between G1/S and early anaphase
105825	APC/C-mediated degradation of cell cycle proteins*	REACTOME	82	APC/C-mediated degradation of cell cycle proteins*
105824	CDT1 association with the CDC6:ORC:origin complex	REACTOME	58	CDT1 association with the CDC6:ORC:origin complex
105823	CDC6 association with the ORC:origin complex	REACTOME	11	CDC6 association with the ORC:origin complex
105821	Assembly of the pre-replicative complex	REACTOME	67	Assembly of the pre-replicative complex
105820	M/G1 Transition*	REACTOME	82	M/G1 Transition*
105819	Mitotic Telophase/Cytokinesis	REACTOME	14	Mitotic Telophase/Cytokinesis
105815	Mitotic Prometaphase	REACTOME	111	Mitotic Prometaphase
105814	Golgi Cisternae Pericentriolar Stack Reorganization	REACTOME	14	Golgi Cisternae Pericentriolar Stack Reorganization
105813	Mitotic Prophase	REACTOME	136	Mitotic Prophase
105812	M Phase	REACTOME	299	M Phase
105810	Loss of proteins required for interphase microtubule organizationÂ from the centrosome*	REACTOME	62	Loss of proteins required for interphase microtubule organizationÂ from the centrosome*
105807	Centrosome maturation*	REACTOME	72	Centrosome maturation*
105806	Polo-like kinase mediated events	REACTOME	16	Polo-like kinase mediated events
105802	Cyclin A/B1 associated events during G2/M transition	REACTOME	22	Cyclin A/B1 associated events during G2/M transition
105796	Ubiquitin-dependent degradation of Cyclin D*	REACTOME	50	Ubiquitin-dependent degradation of Cyclin D*
105795	Removal of the Flap Intermediate	REACTOME	14	Removal of the Flap Intermediate
105794	Processive synthesis on the lagging strand	REACTOME	15	Processive synthesis on the lagging strand
105793	Lagging Strand Synthesis	REACTOME	20	Lagging Strand Synthesis
105791	Leading Strand Synthesis*	REACTOME	14	Leading Strand Synthesis*
105790	Unwinding of DNA	REACTOME	11	Unwinding of DNA
105789	DNA strand elongation	REACTOME	31	DNA strand elongation
105788	CDK-mediated phosphorylation and removal of Cdc6	REACTOME	50	CDK-mediated phosphorylation and removal of Cdc6
105784	Synthesis of DNA	REACTOME	96	Synthesis of DNA
105783	Cyclin A:Cdk2-associated events at S phase entry*	REACTOME	66	Cyclin A:Cdk2-associated events at S phase entry*
105782	S Phase	REACTOME	123	S Phase
105781	E2F-enabled inhibition of pre-replication complex formation	REACTOME	10	E2F-enabled inhibition of pre-replication complex formation
105778	E2F mediated regulation of DNA replication	REACTOME	33	E2F mediated regulation of DNA replication
105777	Activation of the pre-replicative complex	REACTOME	30	Activation of the pre-replicative complex
105776	G1/S-Specific Transcription	REACTOME	17	G1/S-Specific Transcription
105771	SCF(Skp2)-mediated degradation of p27/p21	REACTOME	56	SCF(Skp2)-mediated degradation of p27/p21
105769	G1/S Transition	REACTOME	109	G1/S Transition
105766	G1 Phase*	REACTOME	38	G1 Phase*
105765	Cell Cycle, Mitotic	REACTOME	477	Cell Cycle, Mitotic
105763	Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components*	REACTOME	18	Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components*
105755	Mitotic Spindle Checkpoint	REACTOME	19	Mitotic Spindle Checkpoint
105754	Activation of ATR in response to replication stress	REACTOME	37	Activation of ATR in response to replication stress
105750	G2/M Checkpoints	REACTOME	44	G2/M Checkpoints
105747	p53-Independent G1/S DNA damage checkpoint*	REACTOME	52	p53-Independent G1/S DNA damage checkpoint*
105744	Stabilization of p53*	REACTOME	52	Stabilization of p53*
105741	p53-Dependent G1/S DNA damage checkpoint*	REACTOME	57	p53-Dependent G1/S DNA damage checkpoint*
105740	G1/S DNA Damage Checkpoints	REACTOME	60	G1/S DNA Damage Checkpoints
105739	Cell Cycle Checkpoints	REACTOME	118	Cell Cycle Checkpoints
105727	Glutathione conjugation	REACTOME	31	Glutathione conjugation
105724	Cytosolic sulfonation of small molecules	REACTOME	18	Cytosolic sulfonation of small molecules
105722	Glucuronidation	REACTOME	20	Glucuronidation (REACTOME)
105721	Phase II conjugation	REACTOME	89	Phase II conjugation
105709	Miscellaneous substrates	REACTOME	12	Miscellaneous substrates
105707	Eicosanoids	REACTOME	12	Eicosanoids
105706	Fatty acids	REACTOME	15	Fatty acids
105703	Xenobiotics	REACTOME	20	Xenobiotics
105701	Endogenous sterols	REACTOME	16	Endogenous sterols
105700	Cytochrome P450 - arranged by substrate type	REACTOME	53	Cytochrome P450 - arranged by substrate type
105699	Phase 1 - Functionalization of compounds	REACTOME	71	Phase 1 - Functionalization of compounds
105698	Biological oxidations	REACTOME	159	Biological oxidations
105697	NCAM1 interactions	REACTOME	37	NCAM1 interactions
105689	NCAM signaling for neurite out-growth	REACTOME	63	NCAM signaling for neurite out-growth
105688	Axon guidance	REACTOME	259	Axon guidance (REACTOME)
105686	Regulation of activated PAK-2p34 by proteasome mediated degradation	REACTOME	49	Regulation of activated PAK-2p34 by proteasome mediated degradation
105685	Regulation of Apoptosis	REACTOME	60	Regulation of Apoptosis
105682	Apoptosis induced DNA fragmentation*	REACTOME	13	Apoptosis induced DNA fragmentation*
105679	Caspase-mediated cleavage of cytoskeletal proteins	REACTOME	12	Caspase-mediated cleavage of cytoskeletal proteins
105678	Apoptotic cleavage of cellular proteins	REACTOME	37	Apoptotic cleavage of cellular proteins
105677	Apoptotic execution phase	REACTOME	51	Apoptotic execution phase
105659	Activation of BAD and translocation to mitochondria	REACTOME	16	Activation of BAD and translocation to mitochondria
105658	Activation of BH3-only proteins	REACTOME	26	Activation of BH3-only proteins
105656	Intrinsic Pathway for Apoptosis	REACTOME	39	Intrinsic Pathway for Apoptosis
105654	Caspase-8 activation*	REACTOME	10	Caspase-8 activation*
105649	Extrinsic Pathway for Apoptosis*	REACTOME	14	Extrinsic Pathway for Apoptosis*
105648	Apoptosis	REACTOME	157	Apoptosis (REACTOME)
104488	Cysteine and methionine metabolism	KEGG	37	Cysteine and methionine metabolism
102279	Endocytosis	KEGG	203	Endocytosis
101144	Prion diseases	KEGG	36	Prion diseases
101143	Neurotrophin signaling pathway	KEGG	120	Neurotrophin signaling pathway
101142	Alanine, aspartate and glutamate metabolism	KEGG	36	Alanine, aspartate and glutamate metabolism
99052	Lysosome	KEGG	122	Lysosome
99051	Chemokine signaling pathway	KEGG	187	Chemokine signaling pathway
96530	Vascular smooth muscle contraction	KEGG	121	Vascular smooth muscle contraction
93344	Cardiac muscle contraction	KEGG	74	Cardiac muscle contraction
83125	Primary immunodeficiency	KEGG	36	Primary immunodeficiency
83124	Graft-versus-host disease	KEGG	37	Graft-versus-host disease
83123	Allograft rejection	KEGG	35	Allograft rejection (KEGG)
83122	Systemic lupus erythematosus	KEGG	132	Systemic lupus erythematosus
83121	Autoimmune thyroid disease	KEGG	50	Autoimmune thyroid disease
83120	Asthma	KEGG	28	Asthma
83119	Non-small cell lung cancer	KEGG	56	Non-small cell lung cancer
83118	Small cell lung cancer	KEGG	86	Small cell lung cancer
83117	Acute myeloid leukemia	KEGG	57	Acute myeloid leukemia
83116	Chronic myeloid leukemia	KEGG	73	Chronic myeloid leukemia
83115	Bladder cancer	KEGG	38	Bladder cancer
83114	Melanoma	KEGG	71	Melanoma
83113	Basal cell carcinoma	KEGG	55	Basal cell carcinoma
83112	Thyroid cancer	KEGG	29	Thyroid cancer
83111	Prostate cancer	KEGG	89	Prostate cancer (KEGG)
83110	Glioma	KEGG	65	Glioma
83109	Endometrial cancer	KEGG	52	Endometrial cancer
83108	Pancreatic cancer	KEGG	66	Pancreatic cancer
83107	Renal cell carcinoma	KEGG	66	Renal cell carcinoma
83106	Colorectal cancer	KEGG	62	Colorectal cancer
83105	Pathways in cancer	KEGG	327	Pathways in cancer
83104	Shigellosis	KEGG	61	Shigellosis
83103	Pathogenic Escherichia coli infection*	KEGG	55	Pathogenic Escherichia coli infection*
83102	Epithelial cell signaling in Helicobacter pylori infection	KEGG	68	Epithelial cell signaling in Helicobacter pylori infection
83101	Vibrio cholerae infection	KEGG	54	Vibrio cholerae infection
83100	Huntington's disease	KEGG	177	Huntington's disease
83099	Amyotrophic lateral sclerosis (ALS)	KEGG	51	Amyotrophic lateral sclerosis (ALS) (KEGG)
83098	Parkinson's disease	KEGG	130	Parkinson's disease
83097	Alzheimer's disease	KEGG	162	Alzheimer's disease
83096	Maturity onset diabetes of the young	KEGG	25	Maturity onset diabetes of the young
83095	Type I diabetes mellitus	KEGG	41	Type I diabetes mellitus
83094	Type II diabetes mellitus	KEGG	48	Type II diabetes mellitus (KEGG)
83093	Adipocytokine signaling pathway	KEGG	70	Adipocytokine signaling pathway
83092	Melanogenesis	KEGG	101	Melanogenesis
